Date,Open,High,Low,Close,Volume
2017-01-03 14:30:00,225.04,225.83,223.8837,225.24,91366522.0
2017-01-04 14:30:00,225.62,226.75,225.61,226.58,78744433.0
2017-01-05 14:30:00,226.27,226.58,225.48,226.4,78379012.0
2017-01-06 14:30:00,226.53,227.75,225.9,227.21,71559922.0
2017-01-09 14:30:00,226.91,227.0701,226.4163,226.46,46939676.0
2017-01-10 14:30:00,226.48,227.45,226.01,226.46,63771939.0
2017-01-11 14:30:00,226.36,227.1,225.59,227.1,74650016.0
2017-01-12 14:30:00,226.5,226.75,224.955,226.53,72113181.0
2017-01-13 14:30:00,226.73,227.4,226.69,227.05,62717865.0
2017-01-17 14:30:00,226.31,226.78,225.8,226.25,61240814.0
2017-01-18 14:30:00,226.535,226.8,225.9,226.75,54793302.0
2017-01-19 14:30:00,226.84,227.0,225.41,225.91,66608787.0
2017-01-20 14:30:00,226.7,227.31,225.9719,226.74,129168623.0
2017-01-23 14:30:00,226.35,226.805,225.27,226.15,75061645.0
2017-01-24 14:30:00,226.4,228.08,226.27,227.6,95555295.0
2017-01-25 14:30:00,228.7,229.57,228.51,229.57,84437712.0
2017-01-26 14:30:00,229.4,229.71,229.01,229.33,59970719.0
2017-01-27 14:30:00,229.42,229.59,228.76,228.97,59711118.0
2017-01-30 14:30:00,228.17,228.2,226.41,227.55,79737252.0
2017-01-31 14:30:00,226.98,227.6,226.32,227.53,75880805.0
2017-02-01 14:30:00,228.255,228.59,226.94,227.62,79117651.0
2017-02-02 14:30:00,227.2,228.1,226.82,227.77,69657560.0
2017-02-03 14:30:00,228.82,229.55,228.46,229.34,80563168.0
2017-02-06 14:30:00,228.87,229.326,228.54,228.93,57790108.0
2017-02-07 14:30:00,229.38,229.6556,228.72,228.94,57931151.0
2017-02-08 14:30:00,228.61,229.39,228.31,229.24,51566218.0
2017-02-09 14:30:00,229.56,230.95,229.52,230.6,65955245.0
2017-02-10 14:30:00,231.0,231.77,230.6216,231.51,66015892.0
2017-02-13 14:30:00,232.08,233.07,232.05,232.77,55182050.0
2017-02-14 14:30:00,232.56,233.71,232.16,233.7,71108983.0
2017-02-15 14:30:00,233.45,235.14,233.39,234.92,86785826.0
2017-02-16 14:30:00,234.96,235.155,233.85,234.72,84722437.0
2017-02-17 14:30:00,233.95,235.09,233.93,235.09,77204104.0
2017-02-21 14:30:00,235.52,236.69,235.51,236.49,88946051.0
2017-02-22 14:30:00,236.02,236.54,235.83,236.28,62115185.0
2017-02-23 14:30:00,236.88,236.9,235.56,236.44,74615902.0
2017-02-24 14:30:00,235.46,236.7932,235.41,236.74,82381612.0
2017-02-27 14:30:00,236.64,237.31,236.35,237.11,56515440.0
2017-02-28 14:30:00,236.67,236.95,236.015,236.47,96961938.0
2017-03-01 14:30:00,238.39,240.32,238.37,239.78,149158170.0
2017-03-02 14:30:00,239.56,239.57,238.21,238.27,70245978.0
2017-03-03 14:30:00,238.17,238.61,237.73,238.42,81974300.0
2017-03-06 14:30:00,237.5,238.12,237.01,237.71,55391533.0
2017-03-07 14:30:00,237.36,237.77,236.76,237.0,65103737.0
2017-03-08 14:30:00,237.34,237.64,236.4,236.56,78168795.0
2017-03-09 14:30:00,236.7,237.24,235.74,236.86,90683918.0
2017-03-10 14:30:00,237.97,238.02,236.59,237.69,81991652.0
2017-03-13 13:30:00,237.62,237.86,237.24,237.81,57256824.0
2017-03-14 13:30:00,237.18,237.24,236.19,236.9,59880778.0
2017-03-15 13:30:00,237.56,239.44,237.29,238.95,96081750.0
2017-03-16 13:30:00,239.11,239.2,238.1,238.48,78343951.0
2017-03-17 13:30:00,237.75,237.97,237.03,237.03,89002111.0
2017-03-20 13:30:00,237.03,237.36,236.32,236.77,52536979.0
2017-03-21 13:30:00,237.47,237.61,233.58,233.73,131809275.0
2017-03-22 13:30:00,233.77,234.61,233.05,234.28,97569204.0
2017-03-23 13:30:00,234.0,235.34,233.6,234.03,100410277.0
2017-03-24 13:30:00,234.38,235.04,232.96,233.86,112504853.0
2017-03-27 13:30:00,231.93,233.92,231.61,233.62,87454452.0
2017-03-28 13:30:00,233.27,235.81,233.14,235.32,93483915.0
2017-03-29 13:30:00,234.99,235.81,234.725,235.54,60786374.0
2017-03-30 13:30:00,235.47,236.52,235.27,236.29,56737890.0
2017-03-31 13:30:00,235.9,236.51,235.68,235.74,73733094.0
2017-04-03 13:30:00,235.8,236.03,233.91,235.33,85546486.0
2017-04-04 13:30:00,235.0,235.58,234.555,235.48,56466195.0
2017-04-05 13:30:00,236.26,237.39,234.54,234.78,108800604.0
2017-04-06 13:30:00,234.94,236.04,234.425,235.44,69135757.0
2017-04-07 13:30:00,235.15,236.0,234.64,235.2,74412311.0
2017-04-10 13:30:00,235.36,236.255,234.73,235.34,67615302.0
2017-04-11 13:30:00,234.9,235.18,233.34,235.06,88045276.0
2017-04-12 13:30:00,234.74,234.96,233.77,234.03,81864436.0
2017-04-13 13:30:00,233.64,234.49,232.51,232.51,92880394.0
2017-04-17 13:30:00,233.11,234.57,232.88,234.57,68405367.0
2017-04-18 13:30:00,233.72,234.49,233.08,233.87,83225821.0
2017-04-19 13:30:00,234.52,234.95,233.18,233.44,68699868.0
2017-04-20 13:30:00,234.15,235.845,233.78,235.34,92572186.0
2017-04-21 13:30:00,235.25,235.31,234.13,234.59,110389847.0
2017-04-24 13:30:00,237.18,237.41,236.61,237.17,119209877.0
2017-04-25 13:30:00,237.91,238.95,237.81,238.55,75050935.0
2017-04-26 13:30:00,238.51,239.53,238.35,238.4,84702455.0
2017-04-27 13:30:00,238.77,238.95,237.98,238.6,57410326.0
2017-04-28 13:30:00,238.9,238.93,237.93,238.08,63532845.0
2017-05-01 13:30:00,238.68,239.17,238.195,238.68,66882521.0
2017-05-02 13:30:00,238.84,238.98,238.3,238.77,57375732.0
2017-05-03 13:30:00,238.29,238.8775,237.7,238.48,73137731.0
2017-05-04 13:30:00,238.83,238.9225,237.78,238.76,61462732.0
2017-05-05 13:30:00,239.19,239.72,238.68,239.7,62001269.0
2017-05-08 13:30:00,239.75,239.92,239.17,239.66,48385730.0
2017-05-09 13:30:00,239.96,240.19,239.04,239.44,51363200.0
2017-05-10 13:30:00,239.39,239.87,239.15,239.87,54293799.0
2017-05-11 13:30:00,239.35,239.57,238.13,239.38,62358346.0
2017-05-12 13:30:00,239.09,239.4273,238.67,238.98,53912730.0
2017-05-15 13:30:00,239.47,240.44,239.45,240.3,61918937.0
2017-05-16 13:30:00,240.64,240.67,239.63,240.08,51241791.0
2017-05-17 13:30:00,238.1,238.64,235.75,235.82,172174107.0
2017-05-18 13:30:00,235.73,237.75,235.43,236.77,107047656.0
2017-05-19 13:30:00,237.33,239.08,237.27,238.31,115011373.0
2017-05-22 13:30:00,238.9,239.71,238.82,239.52,61010602.0
2017-05-23 13:30:00,239.95,240.24,239.51,240.05,48341683.0
2017-05-24 13:30:00,240.32,240.73,239.93,240.61,49181099.0
2017-05-25 13:30:00,241.2,242.08,240.96,241.76,64071661.0
2017-05-26 13:30:00,241.54,241.9,241.45,241.71,46629905.0
2017-05-30 13:30:00,241.34,241.79,241.16,241.5,35201897.0
2017-05-31 13:30:00,241.84,241.88,240.64,241.44,91796016.0
2017-06-01 13:30:00,241.97,243.38,241.64,243.36,68962024.0
2017-06-02 13:30:00,243.42,244.35,243.08,244.17,88666128.0
2017-06-05 13:30:00,243.97,244.3,243.76,243.99,44698825.0
2017-06-06 13:30:00,243.34,243.98,243.12,243.21,50375430.0
2017-06-07 13:30:00,243.6,243.92,242.83,243.66,54144311.0
2017-06-08 13:30:00,243.77,244.33,243.17,243.78,65950691.0
2017-06-09 13:30:00,244.09,245.01,241.95,243.41,132256362.0
2017-06-12 13:30:00,243.13,243.42,242.38,243.36,86108102.0
2017-06-13 13:30:00,243.98,244.61,243.5799,244.55,60066953.0
